"Time","capability"
2026-01-15 13:05:09,152622
2026-01-15 13:05:33,152622
2026-01-15 13:05:57,152622
2026-01-15 13:06:21,152622
2026-01-15 13:06:44,152622
2026-01-15 13:45:43,152622
2026-01-15 13:46:06,152622
2026-01-15 13:46:30,152622
2026-01-15 13:46:54,152622
2026-01-15 13:47:18,152622
2026-01-15 13:47:42,152622
2026-01-15 13:48:05,152622
2026-01-15 13:48:29,152622
2026-01-15 13:48:53,152622
2026-01-15 13:49:17,152622
2026-01-15 13:49:40,152622
2026-01-15 13:50:04,152623
2026-01-15 13:51:15,152623
2026-01-15 13:51:39,152623
2026-01-15 13:52:03,152623
2026-01-15 13:52:27,152623
2026-01-15 13:52:50,152623
2026-01-15 13:53:14,152623
2026-01-15 13:53:38,152624
2026-01-15 13:54:02,152624
2026-01-15 13:54:25,152624
2026-01-15 13:54:49,152624
2026-01-15 13:55:13,152624
2026-01-15 13:55:37,152624
2026-01-15 13:56:00,152624
2026-01-15 13:56:24,152624
2026-01-15 13:56:48,152624
2026-01-15 13:57:12,152624
2026-01-15 13:57:36,152624
2026-01-15 13:57:59,152624
2026-01-15 13:58:23,152624
2026-01-15 13:58:47,152624
2026-01-15 13:59:11,152625
2026-01-15 13:59:34,152625
2026-01-15 13:59:58,152625
2026-01-15 14:00:22,152625
2026-01-15 14:00:46,152625
2026-01-15 14:01:09,152625
2026-01-15 14:01:33,152625
2026-01-15 14:01:57,152625
2026-01-15 14:02:21,152625
2026-01-15 14:02:45,152626
2026-01-15 14:03:08,152626
2026-01-15 14:03:32,152626
2026-01-15 14:03:56,152626
2026-01-15 14:04:19,152626
2026-01-15 14:04:43,152626
2026-01-15 14:05:07,152626
2026-01-15 14:05:31,152626
2026-01-15 14:05:55,152626
2026-01-15 14:06:18,152626
2026-01-15 14:06:42,152626
2026-01-15 14:07:23,152626
2026-01-15 14:07:42,152626
2026-01-15 14:08:33,152626
2026-01-15 14:09:22,152626
2026-01-15 14:09:41,152626
2026-01-15 14:10:00,152626
2026-01-15 14:10:19,152626
2026-01-15 14:10:38,152626
2026-01-15 14:10:57,152626
2026-01-15 14:11:16,152626
2026-01-15 14:11:35,152626
2026-01-15 14:11:54,152626
2026-01-15 14:12:13,152626
2026-01-15 14:12:32,152626
2026-01-15 14:12:51,152626
2026-01-15 14:13:10,152626
2026-01-15 14:13:29,152626
2026-01-15 14:13:48,152626
2026-01-15 14:14:07,152626
2026-01-15 14:14:26,152626
2026-01-15 14:22:37,152626
2026-01-15 14:23:00,152626
2026-01-15 14:23:24,152626
2026-01-15 14:23:48,152626
2026-01-15 14:24:12,152626
2026-01-15 14:24:36,152626
2026-01-15 14:24:59,152627
2026-01-15 14:25:23,152627
2026-01-15 14:25:47,152627
2026-01-15 14:26:11,152627
2026-01-15 14:26:34,152627
2026-01-15 14:26:58,152627
2026-01-15 14:27:22,152628
2026-01-15 14:27:46,152628
2026-01-15 14:28:09,152628
2026-01-15 14:28:33,152628
2026-01-15 14:28:57,152628
2026-01-15 14:29:21,152629
2026-01-15 14:29:44,152629
2026-01-15 14:30:08,152629
2026-01-15 14:30:32,152629
2026-01-15 14:32:07,152630
2026-01-15 14:32:31,152630
2026-01-15 14:32:54,152631
2026-01-15 14:33:18,152631
2026-01-15 14:33:42,152632
2026-01-15 14:34:06,152632
2026-01-15 14:34:29,152632
2026-01-15 14:34:53,152632
2026-01-15 14:35:17,152632
2026-01-15 14:35:41,152632
2026-01-15 14:36:05,152632
2026-01-15 14:36:28,152632
2026-01-15 14:36:52,152633
2026-01-15 14:37:16,152633
2026-01-15 14:37:40,152633
2026-01-15 14:38:03,152633
2026-01-15 14:38:27,152633
2026-01-15 14:38:51,152633
2026-01-15 14:39:14,152633
2026-01-15 14:39:33,152633
2026-01-15 14:39:52,152633
2026-01-15 14:40:11,152633
2026-01-15 14:40:30,152633
2026-01-15 14:40:49,152633
2026-01-15 14:41:08,152633
2026-01-15 14:41:27,152633
2026-01-15 14:41:46,152633
2026-01-15 14:42:05,152633
2026-01-15 14:42:41,152633
2026-01-15 14:43:05,152633
2026-01-15 14:43:29,152633
2026-01-15 14:43:52,152633
2026-01-15 14:44:16,152633
2026-01-15 14:44:40,152633
2026-01-15 14:45:03,152633
2026-01-15 14:45:27,152633
2026-01-15 14:45:51,152633
2026-01-15 14:46:15,152633
2026-01-15 14:46:38,152633
2026-01-15 14:47:02,152633
2026-01-15 14:47:26,152633
2026-01-15 14:47:50,152633
2026-01-15 14:48:14,152633
2026-01-15 14:48:37,152633
2026-01-15 14:49:09,152633
2026-01-15 14:49:28,152633
